YEAR,STATION,Entries 06:00 to 10:00,Exits 06:00 to 10:00,Entries 10:00 to 15:00,Exits 10:00 to 15:00,Entries 15:00 to 19:00,Exits 15:00 to 19:00,Entries 19:00  to 06:00,Exits 19:00  to 06:00,Entries 24 hours,Exits 24 hours
2018,Muswellbrook Station,-,-,-,-,-,-,-,-,30,10
2018,Narara Station,-,-,-,-,-,-,-,-,420,350
2018,Narwee Station,1310,80,370,220,180,1070,160,460,2020,1830
2018,Newcastle Interchange,220,850,370,410,870,240,120,120,1580,1620
2018,Newtown Station,3910,2120,1890,2100,2630,5680,2420,2320,10850,12220
2018,Niagara Park Station,-,-,-,-,-,-,-,-,160,140
2018,Normanhurst Station,1150,330,330,190,470,800,60,310,2010,1630
2018,North Ryde Station,450,1800,420,350,1730,470,250,240,2850,2860
2018,North Strathfield Station,1740,390,460,330,620,1540,230,660,3050,2920
2018,North Sydney Station,3700,22200,5530,5350,20860,4740,2910,1900,33000,34190
2018,North Wollongong Station,560,870,580,600,850,550,290,250,2280,2270
2018,Oak Flats Station,290,80,90,80,140,220,90,110,610,490
2018,Oatley Station,1620,200,400,360,310,1360,140,420,2470,2340
2018,Olympic Park Station,270,2060,650,460,1980,420,290,190,3190,3130
2018,Otford Station,-,-,-,-,-,-,-,-,40,40
2018,Ourimbah Station,180,120,90,60,90,150,40,60,400,390
2018,Padstow Station,2410,340,550,440,450,1970,400,780,3810,3530
2018,Panania Station,1120,230,290,190,260,940,130,310,1800,1670
2018,Parramatta Station,12780,18560,8620,8530,19630,14910,4480,5440,45510,47440
2018,Paterson Station,-,-,-,-,-,-,-,-,0,0
2018,Pendle Hill Station,2370,310,590,500,520,2000,310,680,3790,3490
2018,Pennant Hills Station,2030,550,620,540,680,1900,170,570,3500,3560
2018,Penrith Station,4220,1680,1410,1350,1650,4540,1120,1160,8400,8730
2018,Penrose Station,-,-,-,-,-,-,-,-,0,0
2018,Penshurst Station,2350,250,690,400,450,1780,360,980,3850,3410
2018,Petersham Station,1770,930,660,460,1020,1550,300,660,3750,3600
2018,Picton Station,-,-,-,-,-,-,-,-,230,190
2018,Point Clare Station,-,-,-,-,-,-,-,-,260,230
2018,Port Kembla North Station,-,-,-,-,-,-,-,-,10,0
2018,Port Kembla Station,-,-,-,-,-,-,-,-,80,70
2018,Punchbowl Station,1610,260,680,480,390,1450,340,620,3020,2810
2018,Pymble Station,1610,600,390,310,790,1240,100,440,2890,2590
2018,Quakers Hill Station,2730,560,740,550,670,2310,300,580,4440,4000
2018,Redfern Station,5380,14520,5610,7980,14230,6690,4890,3000,30110,32190
2018,Regents Park Station,490,480,280,200,520,480,140,210,1430,1370
2018,Revesby Station,3100,410,860,710,640,2810,460,1070,5060,5000
2018,Rhodes Station,4720,2910,2190,1260,3470,3880,800,2610,11180,10660
2018,Richmond Station,450,120,230,170,200,420,130,140,1010,850
2018,Riverstone Station,620,120,160,140,160,480,90,170,1030,910
2018,Riverwood Station,2750,260,810,540,480,2150,440,1150,4480,4100
2018,Rockdale Station,5110,1000,2590,1940,2010,4670,1380,3030,11090,10640
2018,Rooty Hill Station,2010,260,550,440,370,1950,470,620,3400,3270
2018,Rosehill Station,-,-,-,-,-,-,-,-,180,140
2018,Roseville Station,1810,300,570,470,520,1410,160,590,3060,2770
2018,Rydalmere Station,-,-,-,-,-,-,-,-,170,210
2018,Sandgate Station,-,-,-,-,-,-,-,-,10,10
2018,Scarborough Station,-,-,-,-,-,-,-,-,10,20
2018,Schofields Station,1750,60,190,150,120,1520,200,410,2260,2140
2018,Scone Station,-,-,-,-,-,-,-,-,10,10
2018,Sefton Station,400,150,190,120,190,310,40,100,820,680
2018,Seven Hills Station,4190,1170,1080,930,1450,3720,790,1310,7510,7130
2018,Shellharbour Junction Station,-,-,-,-,-,-,-,-,190,190
2018,Singleton Station,-,-,-,-,-,-,-,-,30,30
2018,Springwood Station,860,130,190,180,180,780,160,220,1390,1310
2018,St James Station,390,7500,2240,2570,7400,1430,1630,390,11660,11890
2018,St Leonards Station,4570,9740,3320,2910,9410,4510,1630,1910,18930,19070
2018,St Marys Station,2640,950,830,680,990,2610,670,720,5130,4960
2018,St Peters Station,2300,690,540,350,910,1770,330,790,4080,3600
2018,Stanmore Station,2490,490,560,400,770,1890,220,680,4040,3460
2018,Stanwell Park Station,-,-,-,-,-,-,-,-,80,90
2018,Strathfield Station,10170,4400,5210,4100,6520,10550,3150,5810,25050,24860
2018,Summer Hill Station,2460,480,620,460,690,1980,270,790,4040,3710
2018,Sutherland Station,4620,1010,1220,1040,1270,4310,760,1360,7870,7720
2018,Sydenham Station,2220,2100,1160,880,2350,2060,800,1330,6530,6370
2018,Tahmoor Station,-,-,-,-,-,-,-,-,200,170
2018,Tallong Station,-,-,-,-,-,-,-,-,0,0
2018,Tarro Station,-,-,-,-,-,-,-,-,0,0
2018,Tascott Station,-,-,-,-,-,-,-,-,200,160
2018,Telarah Station,-,-,-,-,-,-,-,-,170,160
2018,Telopea Station,-,-,-,-,-,-,-,-,320,230
2018,Tempe Station,980,350,220,150,400,840,100,270,1700,1610
2018,Teralba Station,-,-,-,-,-,-,-,-,40,40
2018,Thirroul Station,790,70,180,150,110,660,140,300,1220,1180
2018,Thornleigh Station,1470,200,310,260,280,1230,140,430,2200,2120
2018,Thornton Station,-,-,-,-,-,-,-,-,260,240
2018,Toongabbie Station,1790,250,510,390,380,1620,230,550,2910,2810
2018,Town Hall Station,7550,58060,19410,25400,60180,23110,25850,7250,112990,113820
2018,Towradgi Station,-,-,-,-,-,-,-,-,90,100
2018,Tuggerah Station,810,170,210,210,220,800,300,240,1540,1420
2018,Turramurra Station,3030,540,760,580,700,2490,210,860,4700,4470
2018,Turrella Station,710,90,250,150,190,530,110,360,1260,1130
2018,Unanderra Station,260,60,80,70,60,230,90,100,490,460
2018,Valley Heights Station,-,-,-,-,-,-,-,-,110,100
2018,Victoria Street Station,-,-,-,-,-,-,-,-,380,340
2018,Villawood Station,240,110,120,80,140,210,50,90,550,490
2018,Vineyard Station,-,-,-,-,-,-,-,-,140,140
2018,Wahroonga Station,1390,470,390,360,620,1080,120,360,2520,2270
2018,Waitara Station,2650,480,460,330,670,2110,190,860,3970,3780
2018,Wallarobba Station,-,-,-,-,-,-,-,-,0,0
2018,Warabrook Station,-,-,-,-,-,-,-,-,540,540
2018,Waratah Station,-,-,-,-,-,-,-,-,230,220
2018,Warnervale Station,-,-,-,-,-,-,-,-,280,250
2018,Warrawee Station,590,720,160,120,820,430,40,170,1610,1440
2018,Warrimoo Station,-,-,-,-,-,-,-,-,210,210
2018,Warwick Farm Station,1580,290,410,340,380,1490,440,550,2810,2670
2018,Waterfall Station,-,-,-,-,-,-,-,-,500,470
2018,Waverton Station,1430,300,460,330,480,1020,130,490,2500,2140
2018,Wentworth Falls Station,230,50,100,90,100,190,40,80,470,410
2018,Wentworthville Station,2830,260,710,580,530,2400,360,880,4430,4120
2018,Werrington Station,770,90,180,150,140,680,170,220,1260,1140
2018,West Ryde Station,2630,630,920,700,830,2360,390,1000,4770,4690
2018,Westmead Station,3100,2430,1540,1270,2690,2510,660,1200,7990,7410
2018,Wiley Park Station,990,120,450,310,300,800,240,490,1980,1720
2018,Windsor Station,510,140,160,150,150,510,150,140,970,940
2018,Wingello Station,-,-,-,-,-,-,-,-,0,0
2018,Wirragulla Station,-,-,-,-,-,-,-,-,0,0
2018,Wolli Creek Station,3660,930,1920,1010,1820,3470,850,3080,8250,8490
2018,Wollongong Station,700,530,470,410,540,680,280,360,1990,1980
2018,Wollstonecraft Station,2010,190,490,390,340,1470,130,620,2970,2670
2018,Wombarra Station,-,-,-,-,-,-,-,-,50,40
2018,Wondabyne Station,-,-,-,-,-,-,-,-,0,0
2018,Woodford Station,-,-,-,-,-,-,-,-,110,100
2018,Woolooware Station,990,100,210,160,150,810,100,270,1450,1340
2018,Woonona Station,-,-,-,-,-,-,-,-,200,160
2018,Woy Woy Station,3020,280,610,620,350,3120,810,840,4790,4860
2018,Wyee Station,-,-,-,-,-,-,-,-,300,240
2018,Wynyard Station,7810,61040,12000,13080,52730,10900,11540,4050,84080,89070
2018,Wyong Station,800,220,280,260,220,830,420,260,1720,1570
2018,Yagoona Station,1030,130,340,250,210,840,220,400,1800,1620
2018,Yennora Station,470,420,200,180,410,410,110,230,1190,1240
2018,Yerrinbool Station,-,-,-,-,-,-,-,-,20,10
